customer_id,signup_date
124,2020-11-26
125,2021-11-06
126,2020-06-20
127,2020-05-12
128,2020-06-13
129,2022-09-17
130,2020-03-02
131,2020-07-17
132,2021-05-20
133,2022-06-15
134,2022-04-13
135,2022-08-08
136,2020-05-02
137,2021-02-26
138,2021-01-15
139,2022-04-10
140,2020-12-28
141,2021-06-15
142,2020-06-20
143,2021-12-10
144,2021-03-03
145,2022-05-17
146,2022-06-27
147,2022-02-02
148,2020-03-18
149,2020-04-08
150,2020-04-06
151,2021-09-13
152,2022-09-13
153,2022-06-26
154,2021-05-02
155,2021-06-04
156,2020-03-14
157,2020-04-03
158,2020-10-18
159,2022-04-30
160,2020-09-05
161,2020-10-27
162,2021-04-27
163,2020-04-14
164,2020-11-14
165,2022-01-13
166,2021-12-19
167,2022-02-15
168,2020-01-19
169,2021-04-14
170,2021-07-27
171,2021-07-01
172,2020-10-13
173,2020-02-13
174,2021-09-05
175,2021-03-11
176,2020-10-19
177,2020-12-31
178,2021-02-23
179,2020-02-29
180,2020-08-04
181,2020-04-10
182,2021-12-25
183,2021-12-19
184,2020-08-15
185,2020-07-04
186,2022-07-04
187,2021-11-29
188,2022-04-17
189,2022-05-04
190,2022-09-13
191,2020-11-01
192,2022-06-02
193,2021-04-03
194,2020-02-15
195,2021-11-10
196,2021-12-25
197,2020-08-13
198,2021-07-15
199,2020-08-02
200,2022-01-30
201,2020-04-22
202,2022-07-04
203,2020-07-15
204,2021-07-24
205,2020-01-09
206,2020-01-22
207,2020-01-16
208,2020-09-27
209,2020-06-02
210,2020-03-18
211,2020-08-10
212,2020-11-04
213,2020-10-19
214,2022-03-28
215,2020-03-08
216,2022-01-04
217,2022-02-12
218,2020-05-07
219,2020-10-19
220,2022-04-23
221,2021-02-23
222,2020-03-22
223,2021-10-25
224,2020-10-30
225,2022-09-06
226,2020-03-20
227,2020-07-14
228,2020-02-04
229,2022-07-11
230,2021-03-22
231,2021-09-29
232,2022-05-27
233,2021-08-13
234,2021-01-17
235,2021-02-12
236,2022-04-22
237,2020-03-21
238,2021-11-01
239,2022-04-03
240,2020-11-01
241,2020-03-24
242,2022-04-12
243,2021-06-09
244,2021-03-17
245,2020-12-18
246,2022-07-18
247,2022-08-28
248,2022-03-29
249,2020-04-30
250,2021-06-19
251,2022-09-17
252,2021-10-11
253,2020-04-20
254,2022-05-10
255,2021-11-02
256,2020-07-14
257,2022-04-12
258,2021-08-18
259,2020-10-14
260,2021-01-15
261,2020-12-19
262,2021-08-20
263,2021-12-23
264,2022-08-27
265,2021-07-14
266,2022-06-10
267,2020-04-12
268,2020-12-29
269,2021-02-09
270,2021-04-27
271,2021-03-05
272,2021-09-20
273,2021-09-10
274,2020-06-29
275,2020-04-07
276,2020-10-04
277,2020-04-29
278,2020-03-06
279,2021-07-10
280,2022-02-03
281,2021-06-28
282,2020-06-05
283,2020-12-15
284,2022-04-08
285,2022-01-27
286,2021-10-18
287,2020-03-11
288,2021-11-24
289,2022-07-19
290,2020-03-21
291,2022-06-28
292,2021-05-03
293,2022-03-20
294,2022-07-31
295,2020-02-04
296,2020-08-05
297,2022-09-06
298,2020-03-08
299,2021-07-12
300,2022-07-19
301,2022-06-25
302,2020-06-08
303,2020-01-22
304,2020-10-23
305,2021-03-06
306,2022-06-01
307,2022-03-22
308,2022-01-06
309,2020-09-03
310,2021-11-13
311,2022-06-09
312,2022-07-29
313,2021-05-25
314,2020-11-05
315,2020-12-08
316,2022-04-29
317,2021-10-17
318,2020-06-29
319,2021-12-09
320,2021-01-08
321,2022-03-07
322,2022-05-01
323,2021-12-19
324,2020-09-17
325,2020-09-25
326,2021-05-19
327,2021-06-09
328,2022-04-09
329,2021-12-04
330,2021-03-16
331,2022-06-26
332,2021-12-04
333,2021-09-27
334,2020-09-19
335,2021-08-22
336,2021-02-04
337,2021-08-10
338,2021-12-28
339,2022-01-10
340,2021-07-24
341,2022-08-16
342,2022-07-09
343,2020-07-12
344,2020-04-06
345,2020-05-20
346,2020-03-27
347,2021-07-29
348,2020-08-04
349,2022-09-03
350,2021-05-28
351,2020-10-29
352,2022-07-17
353,2021-03-10
354,2022-02-10
355,2020-07-18
356,2022-02-20
357,2021-10-06
358,2020-12-05
359,2021-05-24
360,2021-03-05
361,2021-08-12
362,2021-02-23
363,2020-12-27
364,2020-05-05
365,2021-06-18
366,2021-02-04
367,2022-02-26
368,2020-05-14
369,2021-11-08
370,2022-08-29
371,2021-09-28
372,2020-03-09
373,2020-01-05
374,2022-04-01
375,2022-04-16
376,2021-03-01
377,2020-11-28
378,2020-04-24
379,2020-12-21
380,2021-08-20
381,2020-07-03
382,2022-09-19
383,2022-05-23
384,2021-07-31
385,2021-02-25
386,2021-12-01
387,2022-09-20
388,2020-02-20
389,2022-09-03
390,2021-10-21
391,2021-06-03
392,2021-11-07
393,2020-10-07
394,2021-01-27
395,2022-04-28
396,2020-06-05
397,2021-06-02
398,2020-02-23
399,2020-06-04
400,2020-01-20
401,2022-06-08
402,2021-02-01
403,2021-02-19
404,2020-04-21
405,2022-09-21
406,2022-04-19
407,2021-03-16
408,2021-10-27
409,2021-01-06
410,2022-02-22
411,2022-03-02
412,2021-09-04
413,2022-03-31
414,2020-03-23
415,2021-02-11
416,2020-08-07
417,2020-11-20
418,2022-06-30
419,2020-09-01
420,2020-12-04
421,2021-12-29
422,2021-07-21
423,2022-04-26
424,2020-11-11
425,2020-03-05
426,2021-02-26
427,2022-05-24
428,2020-11-20
429,2020-07-20
430,2022-09-24
431,2020-02-27
432,2020-10-04
433,2021-11-30
434,2022-03-26
435,2021-03-03
436,2021-05-14
437,2022-01-25
438,2022-08-20
439,2022-04-23
440,2021-02-06
441,2020-06-09
442,2021-07-19
443,2021-01-25
444,2021-01-16
445,2021-08-16
446,2021-08-15
447,2021-06-05
448,2020-09-18
449,2021-05-11
450,2020-11-25
451,2020-06-26
452,2022-09-09
453,2020-04-01
454,2022-07-12
455,2020-12-20
456,2020-12-14
457,2020-10-08
458,2022-04-18
459,2020-06-11
460,2022-09-02
461,2021-10-11
462,2021-06-24
463,2022-03-21
464,2022-02-24
465,2022-01-27
466,2020-04-14
467,2021-10-05
468,2021-06-11
469,2021-02-10
470,2021-04-25
471,2020-12-15
472,2022-08-19
473,2022-01-23
474,2021-09-09
475,2021-05-18
476,2022-03-17
477,2020-04-16
478,2020-02-04
479,2022-07-12
480,2020-06-16
481,2021-09-17
482,2020-04-23
483,2022-05-25
484,2020-08-21
485,2020-03-14
486,2021-11-06
487,2021-06-04
488,2020-10-15
489,2020-08-08
490,2020-10-12
491,2021-11-17
492,2020-11-04
493,2022-03-22
494,2021-12-20
495,2022-01-19
496,2021-06-26
497,2020-06-04
498,2021-06-15
499,2020-04-22
500,2020-01-26
501,2022-01-28
502,2020-05-30
503,2022-01-16
504,2021-08-16
505,2020-11-19
506,2020-06-07
507,2021-02-28
508,2022-09-07
509,2021-12-14
510,2021-02-05
511,2021-07-24
512,2021-06-22
513,2022-09-14
514,2020-02-27
515,2020-09-18
516,2021-09-25
517,2020-06-15
518,2021-11-12
519,2020-06-08
520,2022-04-27
521,2022-06-08
522,2021-10-07
523,2022-08-27
524,2021-01-01
525,2020-05-27
526,2021-02-17
527,2022-04-06
528,2022-03-27
529,2021-03-23
530,2020-08-21
531,2021-03-18
532,2022-08-08
533,2022-09-17
534,2021-11-18
535,2022-03-10
536,2020-02-14
537,2021-05-10
538,2022-07-14
539,2022-06-29
540,2021-06-28
541,2020-03-04
542,2022-07-17
543,2020-12-10
544,2021-09-28
545,2021-11-26
546,2020-12-05
547,2021-04-24
548,2020-02-24
549,2022-02-26
550,2021-08-21
551,2020-11-14
552,2020-08-17
553,2020-03-24
554,2021-05-26
555,2020-11-17
556,2020-03-10
557,2020-01-18
558,2021-07-14
559,2022-01-17
560,2021-04-04
561,2022-01-08
562,2021-06-14
563,2021-08-11
564,2022-01-18
565,2022-07-10
566,2020-05-03
567,2021-06-23
568,2020-06-16
569,2021-02-12
570,2021-06-19
571,2022-03-02
572,2022-02-05
573,2021-06-11
574,2022-06-02
575,2021-11-03
576,2020-06-10
577,2021-06-25
578,2021-01-27
579,2021-03-25
580,2020-06-13
581,2021-07-21
582,2022-09-19
583,2022-04-12
584,2020-10-13
585,2021-09-04
586,2020-11-07
587,2021-04-24
588,2022-09-19
589,2020-11-22
590,2022-02-07
591,2020-11-18
592,2022-06-15
593,2021-10-15
594,2021-09-04
595,2020-07-31
596,2020-06-02
597,2020-02-03
598,2022-05-19
599,2021-09-12
600,2021-11-06
601,2020-05-01
602,2022-01-07
603,2021-04-20
604,2020-01-21
605,2022-08-05
606,2020-03-09
607,2022-09-26
608,2020-04-26
609,2020-05-12
610,2020-11-04
611,2022-01-06
612,2022-01-29
613,2020-08-31
614,2021-10-07
615,2021-06-25
616,2020-04-05
617,2020-04-25
618,2021-01-26
619,2021-11-20
620,2021-04-14
621,2022-08-12
622,2021-11-25
623,2021-04-29
624,2021-11-05
625,2020-11-09
626,2020-04-03
627,2021-03-24
628,2022-08-26
629,2021-02-06
630,2021-03-23
631,2020-08-08
632,2021-12-26
633,2020-07-13
634,2022-05-22
635,2021-11-28
636,2020-01-06
637,2022-08-02
638,2021-04-22
639,2022-04-27
640,2020-11-11
641,2020-10-28
642,2021-07-22
643,2020-03-07
644,2021-11-28
645,2021-04-16
646,2020-09-15
647,2020-09-11
648,2022-03-13
649,2022-02-17
650,2022-06-16
651,2022-07-08
652,2022-06-24
653,2020-04-12
654,2022-05-27
655,2020-03-11
656,2022-09-12
657,2020-11-13
658,2022-01-11
659,2020-08-19
660,2020-10-10
661,2022-09-01
662,2020-07-03
663,2020-06-06
664,2022-05-31
665,2021-12-27
666,2021-03-01
667,2020-05-03
668,2022-08-17
669,2021-12-25
670,2021-08-08
671,2022-08-07
672,2021-03-09
673,2021-06-28
674,2020-04-23
675,2021-07-12
676,2020-05-06
677,2022-03-22
678,2022-09-02
679,2020-07-16
680,2021-11-25
681,2022-06-24
682,2020-07-06
683,2020-07-29
684,2022-04-30
685,2020-07-30
686,2022-05-08
687,2020-08-13
688,2021-01-27
689,2022-06-08
690,2021-05-30
691,2021-05-26
692,2021-09-18
693,2021-07-23
694,2020-08-14
695,2020-07-05
696,2021-10-16
697,2020-04-30
698,2020-09-10
699,2022-08-14
700,2021-08-23
701,2022-01-15
702,2021-10-10
703,2022-09-23
704,2021-03-14
705,2022-05-19
706,2021-04-03
707,2020-07-10
708,2020-11-24
709,2020-07-24
710,2020-10-15
711,2021-12-30
712,2021-04-06
713,2021-01-29
714,2020-02-22
715,2021-05-31
716,2020-12-03
717,2021-04-05
718,2020-12-26
719,2021-12-22
720,2022-01-24
721,2021-03-13
722,2020-04-11
723,2020-06-26
724,2022-07-01
725,2020-04-02
726,2020-11-16
727,2021-09-21
728,2020-02-04
729,2020-10-22
730,2020-05-27
731,2021-05-07
732,2021-05-13
733,2022-05-20
734,2022-01-16
735,2021-10-20
736,2021-11-24
737,2022-07-13
738,2020-11-09
739,2021-06-04
740,2021-02-26
741,2020-03-27
742,2020-09-15
743,2020-02-01
744,2022-07-18
745,2022-06-28
746,2020-01-04
747,2022-04-10
748,2020-04-02
749,2022-08-25
750,2022-03-07
751,2020-07-28
752,2022-03-09
753,2020-07-23
754,2020-10-14
755,2020-10-22
756,2020-11-13
757,2020-04-02
758,2020-07-17
759,2020-01-09
760,2021-10-22
761,2021-04-18
762,2021-06-01
763,2022-09-12
764,2021-12-31
765,2021-11-30
766,2022-06-14
767,2020-03-22
768,2021-04-08
769,2021-03-23
770,2020-01-31
771,2021-08-21
772,2020-05-24
773,2021-06-08
774,2021-11-29
775,2020-04-22
776,2020-10-25
777,2020-02-18
778,2021-12-10
779,2021-09-21
780,2021-03-24
781,2021-03-15
782,2020-09-05
783,2022-02-17
784,2022-02-17
785,2020-11-06
786,2021-07-01
787,2021-11-04
788,2020-02-16
789,2021-04-27
790,2021-07-19
791,2022-06-10
792,2022-09-15
793,2022-02-20
794,2020-09-21
795,2022-01-04
796,2020-05-25
797,2020-05-26
798,2021-03-11
799,2022-03-16
800,2022-02-09
801,2020-08-23
802,2021-05-17
803,2021-12-03
804,2020-05-13
805,2020-09-20
806,2020-12-11
807,2020-01-25
808,2021-04-11
809,2021-11-06
810,2021-12-14
811,2021-03-28
812,2022-05-09
813,2021-01-03
814,2021-12-21
815,2020-11-29
816,2020-04-06
817,2022-06-29
818,2020-11-12
819,2021-07-13
820,2021-08-11
821,2021-10-12
822,2022-07-19
823,2021-04-17
824,2021-05-27
825,2020-08-09
826,2022-07-12
827,2021-02-04
828,2020-06-03
829,2022-04-03
830,2020-08-25
831,2020-07-30
832,2021-12-02
833,2021-11-03
834,2020-12-26
835,2022-05-24
836,2021-03-23
837,2020-12-30
838,2021-09-24
839,2020-11-03
840,2021-10-17
841,2020-02-18
842,2020-02-14
843,2020-04-23
844,2021-01-30
845,2021-11-13
846,2020-04-07
847,2021-03-03
848,2021-09-30
849,2022-05-30
850,2021-01-11
851,2021-06-12
852,2020-01-11
853,2020-12-04
854,2021-04-06
855,2021-04-06
856,2022-05-15
857,2022-06-29
858,2021-05-09
859,2021-11-19
860,2020-05-02
861,2021-12-18
862,2021-12-28
863,2021-04-27
864,2022-07-23
865,2021-07-30
866,2020-07-03
867,2021-07-26
868,2021-10-28
869,2020-11-12
870,2021-08-26
871,2021-03-02
872,2020-03-30
873,2021-02-02
874,2020-08-24
875,2021-10-23
876,2020-08-14
877,2021-11-30
878,2021-09-06
879,2020-12-08
880,2021-02-28
881,2020-01-16
882,2022-04-14
883,2021-11-11
884,2021-02-02
885,2020-08-13
886,2021-02-16
887,2022-01-03
888,2022-07-29
889,2020-12-17
890,2021-07-02
891,2021-03-06
892,2020-05-13
893,2021-11-07
894,2020-12-11
895,2021-08-15
896,2021-05-14
897,2020-11-04
898,2020-03-20
899,2021-07-10
900,2022-02-06
901,2022-04-23
902,2021-12-11
903,2022-05-12
904,2021-05-30
905,2020-02-18
906,2021-02-24
907,2020-09-15
908,2020-03-18
909,2022-08-10
910,2021-03-07
911,2020-07-24
912,2021-08-30
913,2021-02-14
914,2022-08-20
915,2020-08-19
916,2021-04-06
917,2022-07-20
918,2021-07-16
919,2020-10-05
920,2022-03-29
921,2020-09-21
922,2020-09-17
923,2021-03-23
924,2022-06-26
925,2020-01-25
926,2021-09-07
927,2021-12-21
928,2021-10-25
929,2021-02-21
930,2021-11-09
931,2021-08-29
932,2021-07-18
933,2020-06-07
934,2021-02-24
935,2021-11-04
936,2021-05-21
937,2022-02-10
938,2022-05-16
939,2022-04-19
940,2020-03-16
941,2020-09-26
942,2020-01-15
943,2020-05-14
944,2022-09-02
945,2021-11-04
946,2021-06-08
947,2020-10-03
948,2021-02-12
949,2021-03-10
950,2020-02-18
951,2022-01-16
952,2020-11-03
953,2021-05-26
954,2021-12-11
955,2020-05-26
956,2021-10-18
957,2020-01-24
958,2022-04-10
959,2020-11-13
960,2021-09-25
961,2020-12-06
962,2020-10-26
963,2020-10-31
964,2021-08-22
965,2022-02-27
966,2021-09-02
967,2022-06-14
968,2022-08-28
969,2021-03-09
970,2021-07-30
971,2022-04-10
972,2021-02-20
973,2020-02-09
974,2020-10-19
975,2022-04-05
976,2021-06-22
977,2022-04-19
978,2020-05-19
979,2021-06-12
980,2020-05-05
981,2021-06-26
982,2020-01-10
983,2020-03-11
984,2021-08-24
985,2022-07-03
986,2020-06-28
987,2022-07-19
988,2020-09-20
989,2022-05-27
990,2021-04-11
991,2022-04-30
992,2020-04-01
993,2020-06-06
994,2020-02-09
995,2022-09-10
996,2021-11-25
997,2022-02-11
998,2021-04-29
999,2021-09-08
1000,2021-10-01
1001,2021-04-22
1002,2020-02-20
1003,2020-05-30
1004,2022-08-23
1005,2022-07-04
1006,2020-05-17
1007,2021-08-09
1008,2021-12-08
1009,2020-10-11
1010,2021-02-13
1011,2022-01-17
1012,2020-08-22
1013,2021-05-20
1014,2020-12-31
1015,2022-06-01
1016,2022-03-14
1017,2020-02-28
1018,2022-06-25
1019,2022-02-23
1020,2021-08-11
1021,2020-09-24
1022,2022-06-05
1023,2021-05-30
1024,2020-04-11
1025,2021-08-25
1026,2021-01-11
1027,2020-05-04
1028,2022-08-12
1029,2020-08-19
1030,2022-08-16
1031,2020-10-17
1032,2021-11-23
1033,2021-06-02
1034,2020-06-21
1035,2022-04-09
1036,2021-11-13
1037,2021-10-03
1038,2020-01-15
1039,2022-01-15
1040,2021-05-01
1041,2021-03-22
1042,2020-04-17
1043,2021-06-03
1044,2020-11-25
1045,2022-05-11
1046,2020-11-18
1047,2020-10-28
1048,2020-10-17
1049,2021-06-09
1050,2020-06-29
1051,2022-06-20
1052,2020-11-13
1053,2021-07-24
1054,2021-12-22
1055,2021-02-20
1056,2021-12-26
1057,2020-06-25
1058,2020-11-23
1059,2021-07-26
1060,2021-08-15
1061,2022-06-27
1062,2020-02-04
1063,2022-08-26
1064,2022-07-27
1065,2021-10-03
1066,2021-09-03
1067,2020-05-18
1068,2021-10-25
1069,2022-03-23
1070,2021-06-07
1071,2020-08-05
1072,2022-05-08
1073,2022-09-05
1074,2020-06-02
1075,2021-11-04
1076,2020-09-28
1077,2020-08-05
1078,2022-03-05
1079,2020-08-10
1080,2021-11-27
1081,2022-09-19
1082,2022-08-17
1083,2022-04-21
1084,2020-05-15
1085,2020-08-30
1086,2021-07-28
1087,2020-03-26
1088,2021-08-29
1089,2020-01-26
1090,2021-07-23
1091,2022-08-07
1092,2021-09-07
1093,2020-04-21
1094,2020-03-20
1095,2021-01-14
1096,2022-05-16
1097,2022-05-29
1098,2021-11-12
1099,2021-03-03
1100,2020-10-02
1101,2022-06-27
1102,2022-08-29
1103,2021-05-08
1104,2021-05-09
1105,2022-06-04
1106,2020-11-01
1107,2021-08-16
1108,2021-02-19
1109,2021-08-19
1110,2020-09-12
1111,2021-05-31
1112,2021-07-21
1113,2021-11-05
1114,2022-02-18
1115,2021-05-28
1116,2022-03-04
1117,2020-09-21
1118,2022-03-28
1119,2020-07-15
1120,2022-02-05
1121,2022-01-07
1122,2022-09-24
1123,2021-06-26
1124,2021-01-05
1125,2021-04-29
1126,2020-09-26
1127,2021-05-17
1128,2020-07-23
1129,2021-09-20
1130,2020-06-13
1131,2021-02-13
1132,2022-04-22
1133,2022-05-28
1134,2020-09-30
1135,2022-04-17
1136,2020-03-17
1137,2021-11-12
1138,2022-08-25
1139,2021-06-01
1140,2021-02-15
1141,2020-07-11
1142,2022-06-30
1143,2020-11-19
1144,2022-03-18
1145,2022-06-10
1146,2021-09-01
1147,2022-04-02
1148,2020-09-03
1149,2020-03-21
1150,2022-07-12
1151,2020-02-08
1152,2020-09-24
1153,2022-09-07
1154,2021-09-25
1155,2022-04-11
1156,2022-04-29
1157,2021-03-09
1158,2022-02-20
1159,2022-03-16
1160,2022-04-09
1161,2021-12-01
1162,2021-03-28
1163,2022-03-19
1164,2021-03-31
1165,2020-07-12
1166,2020-01-19
1167,2020-07-08
1168,2021-09-27
1169,2020-06-26
1170,2020-07-14
1171,2021-03-12
1172,2020-05-02
1173,2022-06-17
1174,2020-07-19
1175,2021-04-12
1176,2022-09-24
1177,2020-08-11
1178,2021-03-12
1179,2021-09-12
1180,2021-05-30
1181,2022-05-29
1182,2022-08-18
1183,2020-07-02
1184,2021-09-03
1185,2021-03-11
1186,2021-12-19
1187,2020-03-22
1188,2020-09-05
1189,2021-11-21
1190,2020-05-12
1191,2022-08-17
1192,2020-12-24
1193,2021-03-25
1194,2022-06-11
1195,2020-03-13
1196,2020-10-17
1197,2020-12-26
1198,2021-03-02
1199,2020-06-09
1200,2022-06-29
1201,2022-04-16
1202,2020-05-06
1203,2022-04-01
1204,2020-08-18
1205,2020-10-17
1206,2022-08-09
1207,2021-02-10
1208,2022-04-09
1209,2020-03-11
1210,2022-05-19
1211,2020-12-19
1212,2021-08-29
1213,2022-04-14
1214,2020-01-24
1215,2021-07-15
1216,2022-08-17
1217,2020-02-10
1218,2020-11-10
1219,2021-12-29
1220,2021-01-03
1221,2022-04-18
1222,2020-01-17
1223,2022-06-07
1224,2020-04-02
1225,2020-02-06
1226,2020-09-15
1227,2021-09-06
1228,2021-04-14
1229,2020-03-10
1230,2020-07-20
1231,2021-07-25
1232,2022-09-23
1233,2022-01-19
1234,2022-05-21
1235,2021-06-03
1236,2020-03-11
1237,2022-08-14
1238,2021-10-29
1239,2022-03-30
1240,2022-01-23
1241,2021-05-17
1242,2021-08-25
1243,2020-05-19
1244,2022-04-19
1245,2021-08-01
1246,2020-11-27
1247,2020-10-07
1248,2020-12-26
1249,2020-08-18
1250,2020-10-14
1251,2021-07-20
1252,2022-06-10
1253,2021-06-02
1254,2022-05-06
1255,2021-08-24
1256,2021-08-18
1257,2022-08-28
1258,2020-04-25
1259,2021-02-16
1260,2020-02-12
1261,2020-02-12
1262,2020-08-19
1263,2022-08-27
1264,2020-07-14
1265,2020-04-07
1266,2021-12-16
1267,2020-03-25
1268,2022-09-03
1269,2022-06-23
1270,2022-03-18
1271,2022-08-06
1272,2020-05-04
1273,2020-08-21
1274,2020-04-09
1275,2020-03-14
1276,2020-01-26
1277,2020-11-23
1278,2020-07-16
1279,2020-06-08
1280,2020-10-23
1281,2020-05-19
1282,2022-08-03
1283,2022-09-23
1284,2020-08-27
1285,2022-09-25
1286,2021-07-30
1287,2022-09-08
1288,2022-03-29
1289,2022-03-04
1290,2021-09-20
1291,2020-04-25
1292,2021-12-02
1293,2022-02-13
1294,2022-05-07
1295,2022-07-07
1296,2020-12-13
1297,2022-01-14
1298,2020-10-17
1299,2022-08-12
1300,2020-04-24
1301,2020-02-09
1302,2021-06-11
1303,2021-06-25
1304,2020-08-08
1305,2022-08-29
1306,2020-07-07
1307,2020-02-19
1308,2021-07-29
1309,2020-08-11
1310,2021-07-25
1311,2022-02-17
1312,2021-06-05
1313,2022-07-16
1314,2021-10-19
1315,2021-02-01
1316,2021-11-14
1317,2021-08-19
1318,2020-05-19
1319,2022-09-14
1320,2020-12-02
1321,2020-07-18
1322,2021-06-22
1323,2020-07-24
1324,2022-07-08
1325,2020-05-10
1326,2020-12-18
1327,2020-03-20
1328,2020-01-07
1329,2020-07-18
1330,2020-02-06
1331,2020-01-29
1332,2022-06-08
1333,2021-05-06
1334,2022-04-18
1335,2021-06-25
1336,2021-03-10
1337,2020-09-01
1338,2021-08-14
1339,2020-02-20
1340,2022-08-14
1341,2021-10-16
1342,2022-03-01
1343,2021-03-03
1344,2021-11-03
1345,2021-07-17
1346,2020-04-09
1347,2020-05-19
1348,2022-09-19
1349,2021-06-06
1350,2020-08-09
1351,2020-12-08
1352,2022-03-26
1353,2022-07-28
1354,2022-01-24
1355,2021-04-14
1356,2021-09-21
1357,2022-08-27
1358,2020-05-05
1359,2020-10-11
1360,2020-09-21
1361,2022-03-21
1362,2020-10-13
1363,2020-01-12
1364,2021-07-22
1365,2022-09-21
1366,2020-01-16
1367,2020-03-17
1368,2021-01-17
1369,2020-12-22
1370,2021-08-02
1371,2020-11-06
1372,2022-04-01
1373,2021-08-02
1374,2022-01-04
1375,2020-01-13
1376,2020-09-11
1377,2021-08-28
1378,2022-06-27
1379,2022-08-13
1380,2021-09-08
1381,2020-08-01
1382,2020-08-29
1383,2022-09-10
1384,2021-04-22
1385,2020-10-02
1386,2022-07-18
1387,2022-07-08
1388,2020-07-31
1389,2020-10-29
1390,2022-08-18
1391,2020-11-27
1392,2020-10-25
1393,2022-08-23
1394,2021-02-02
1395,2020-11-17
1396,2021-06-07
1397,2021-06-06
1398,2020-08-13
1399,2022-05-21
1400,2020-03-16
1401,2021-03-19
1402,2020-11-14
1403,2022-01-22
1404,2021-12-23
1405,2022-03-25
1406,2022-02-14
1407,2020-09-04
1408,2022-03-20
1409,2020-11-04
1410,2020-09-04
1411,2022-06-29
1412,2021-06-28
1413,2020-08-11
1414,2021-11-22
1415,2021-03-02
1416,2022-06-07
1417,2021-07-26
1418,2020-08-28
1419,2020-06-03
1420,2022-01-16
1421,2020-05-02
1422,2022-03-26
1423,2022-05-02
1424,2021-06-12
1425,2021-12-05
1426,2021-10-25
1427,2020-06-04
1428,2021-06-02
1429,2020-05-17
1430,2020-05-09
1431,2022-09-01
1432,2021-06-02
1433,2021-12-18
1434,2021-07-13
1435,2020-03-19
1436,2021-10-18
1437,2022-09-18
1438,2021-11-30
1439,2020-11-10
1440,2020-09-19
1441,2021-04-09
1442,2021-02-24
1443,2022-01-22
1444,2021-06-27
1445,2021-01-23
1446,2021-10-17
1447,2022-04-03
1448,2021-09-12
1449,2020-06-10
1450,2022-06-12
1451,2021-11-25
1452,2020-12-08
1453,2020-05-17
1454,2021-05-09
1455,2021-06-26
1456,2020-11-19
1457,2021-05-12
1458,2020-12-23
1459,2020-07-21
1460,2020-06-19
1461,2020-12-21
1462,2022-04-04
1463,2021-02-04
1464,2022-07-09
1465,2022-09-17
1466,2021-06-17
1467,2022-02-26
1468,2021-09-04
1469,2020-04-16
1470,2020-08-17
1471,2021-02-28
1472,2022-08-02
1473,2020-01-09
1474,2020-02-26
1475,2020-07-26
1476,2021-04-15
1477,2020-06-07
1478,2021-05-05
1479,2020-06-19
1480,2020-08-20
1481,2021-10-06
1482,2021-03-26
1483,2022-08-25
1484,2022-02-06
1485,2021-04-19
1486,2020-01-19
1487,2020-07-15
1488,2022-01-07
1489,2021-09-03
1490,2021-12-24
1491,2022-08-27
1492,2021-08-02
1493,2020-12-03
1494,2022-04-23
1495,2021-04-25
1496,2021-04-13
1497,2021-05-15
