customer_id,purchase_date,amount
55,2023-04-13,1177.4842981646038
55,2023-02-26,1152.7560325040565
63,2023-06-05,1360.7083029614653
64,2023-05-10,521.9950202273396
68,2021-02-05,484.45321869501856
68,2022-05-17,468.6902208652305
68,2021-04-20,492.3795665157489
68,2021-12-16,424.7318345608009
68,2022-06-04,582.9132595062864
69,2025-01-26,738.5069512537187
69,2025-01-01,885.8267002191628
69,2024-04-28,804.940984761355
69,2024-04-24,708.7095328856578
69,2024-05-05,802.7791288214647
69,2025-02-08,914.1460898180918
69,2023-06-25,772.8467667271378
69,2024-09-26,668.9632783555933
71,2024-07-11,879.3449400189297
72,2022-06-21,481.8275043004219
72,2023-02-27,500.4837075826733
72,2022-11-12,502.2533072487007
72,2022-10-20,592.2453615321792
78,2023-02-06,1429.7478882399046
78,2022-06-30,1403.2189692750987
78,2023-03-15,1230.1430602348314
78,2023-04-02,1170.9207822887063
78,2022-06-12,1061.5135690451282
79,2023-04-20,1183.4443796248981
79,2023-09-05,1201.3160184960784
81,2022-07-19,1295.7581700060816
81,2022-08-23,973.8890909372944
81,2023-01-08,1303.5656410355077
81,2022-12-23,1071.4660445834397
98,2023-08-21,860.1136366344133
98,2024-05-24,734.0262734789343
98,2024-04-07,651.7983872109183
99,2022-08-21,1397.2415662827823
99,2022-07-25,1199.6292695366428
99,2022-11-21,1160.2616452909028
99,2022-03-31,1095.9237166288767
99,2022-03-22,1425.6219151393
101,2023-03-19,534.363744222441
103,2021-06-15,668.4167455293455
103,2022-02-05,919.1047701601336
103,2021-08-08,792.1335436211037
104,2022-07-28,584.9236535166352
104,2022-06-27,550.2578440952335
104,2022-06-15,544.7602294560672
105,2022-09-07,1314.2088810740693
106,2022-12-14,827.9641932915858
106,2022-09-04,724.3400997291355
107,2022-06-30,557.0487125068645
107,2022-09-24,546.9730548803667
107,2022-10-15,407.1908480710585
108,2023-02-05,937.2527010830465
108,2022-07-17,935.561460937482
109,2022-10-23,588.3848617796083
109,2022-10-14,445.0974112375625
110,2023-10-28,883.4988076053462
111,2022-11-08,861.2565497140298
111,2022-05-26,642.9988135715394
111,2022-02-24,932.5056756828773
111,2022-02-11,906.9949604819109
111,2021-08-26,864.3956688117889
112,2025-02-10,417.3680068224684
112,2024-01-22,545.20515004756
112,2024-07-02,541.0999382242604
112,2025-03-03,421.5875453606682
114,2022-01-30,490.79400948498073
114,2022-07-07,538.1123578199454
114,2022-11-17,496.41219785795187
116,2021-04-27,431.5502223510009
116,2021-10-10,416.52249545200635
116,2021-04-18,433.70906825722466
116,2021-06-11,482.97941124205096
116,2022-02-02,499.66778733067184
116,2022-04-12,514.6885198852374
116,2022-06-14,504.7366546976095
116,2021-05-10,476.7967181053254
117,2023-03-05,946.1418092421917
117,2023-10-31,813.0755267275316
119,2022-08-29,1204.3071429275483
119,2023-05-26,1372.8250422915983
124,2022-04-10,721.609246331632
124,2021-10-08,754.7617863866506
124,2021-12-22,859.7163935198148
124,2022-05-10,861.9733472261787
125,2022-10-04,500.5425634384316
126,2022-12-08,896.3756404847359
126,2023-01-14,681.954652804569
126,2023-04-15,942.7776920136816
129,2023-09-04,739.6179021962718
129,2023-08-03,747.4070903422909
129,2022-04-18,866.515266122755
129,2022-12-22,832.1361626708161
132,2021-12-05,1275.1950045037313
134,2024-11-21,936.3464222847357
134,2024-12-25,891.226120543167
134,2024-08-05,695.3191255739929
134,2023-07-19,739.7513666566218
134,2023-08-30,871.8978976474015
134,2023-10-19,698.7670071017519
137,2023-12-18,655.6259344156125
137,2022-12-19,724.243216630713
137,2024-01-12,713.5066427887276
137,2022-11-29,655.4810665654321
138,2023-02-07,491.62303837423826
140,2023-01-08,424.40039227090006
140,2023-10-27,498.7943580499289
141,2022-09-01,529.7490101346165
141,2023-11-01,553.6640937173063
141,2022-11-10,570.7690491945885
146,2021-11-06,536.5387356418053
146,2022-01-26,473.13637013187486
154,2023-05-03,692.1373175735948
154,2023-05-21,749.2331768546909
154,2023-02-06,840.1020618493343
161,2023-06-30,540.6301277354547
161,2023-07-27,440.1829074680564
161,2023-11-12,586.9649609585223
161,2023-07-21,519.4144264990786
161,2023-04-14,427.3685003806457
169,2022-07-24,1162.9629480159094
169,2023-02-07,1354.921138609443
169,2023-02-20,1423.6211587726216
169,2022-08-09,1193.99175952879
169,2022-07-25,1238.802945480226
174,2024-06-05,1408.3650578856748
174,2024-05-27,1103.0679658009149
174,2023-05-04,1030.3364259074162
176,2022-04-11,875.157606123451
176,2022-02-05,892.0504485391048
181,2022-02-13,408.277085737938
181,2021-12-31,538.9605225134591
182,2021-11-08,1150.2423056480193
188,2022-12-07,542.4921635245428
188,2023-02-06,444.368261409991
188,2023-02-19,519.0698267575456
188,2023-01-15,408.1666173004021
188,2022-12-20,553.0356439882847
195,2022-10-31,444.87680959860904
195,2023-04-17,540.6825126776272
195,2022-11-25,519.000025130219
195,2022-11-25,533.1432325852935
195,2022-06-10,457.5997571126217
197,2022-11-09,869.14108185734
197,2023-07-11,880.0758347488721
197,2024-02-27,834.5666878221092
197,2024-03-17,728.979529514096
197,2024-06-03,931.6090418479262
197,2023-02-18,884.7745880856463
197,2024-03-27,840.5427814827115
197,2023-07-16,660.3724972618218
197,2023-03-01,676.1322752589716
199,2023-11-28,1288.4396321360548
199,2023-12-16,1121.9650117656913
201,2023-05-28,879.8399134403966
201,2023-08-30,770.9949568019396
205,2023-02-21,715.5584823603205
205,2022-08-26,916.6533404303269
205,2023-05-03,683.6195153755335
205,2023-08-18,684.5629893780754
207,2022-09-21,466.91030099367714
207,2022-03-26,537.3864877399739
207,2023-04-18,412.96653910946935
207,2023-05-17,424.1630155472392
207,2023-02-28,415.67590561588105
207,2023-05-02,482.76950152631713
207,2023-02-14,422.27218323806767
207,2022-10-26,428.9008908212174
208,2024-06-05,452.5094593374448
211,2021-07-02,498.0862823766951
211,2021-04-06,497.45626648156224
211,2022-05-14,586.285665178016
216,2023-03-21,672.1126655948309
216,2024-04-18,694.845751933258
216,2023-05-25,900.7873055989479
216,2024-03-27,935.7383098599291
216,2024-05-11,765.0389906165434
216,2022-11-01,881.7121506443103
216,2023-10-03,912.4987219761064
223,2023-10-16,590.5940258182765
223,2023-06-11,430.3749482769052
223,2023-02-19,529.4045434469543
223,2022-10-24,468.896228728516
229,2023-06-23,859.539379509846
230,2021-06-09,776.1043198909404
230,2021-07-01,683.2649421754186
230,2022-01-13,769.2228107633875
230,2022-05-25,898.7521960085027
247,2021-08-30,486.27593362128533
247,2022-02-07,566.8268116830384
252,2024-01-31,760.0325482235951
252,2024-11-22,875.5218792712643
252,2024-08-29,941.6421724723778
254,2021-10-07,457.15262170941
254,2022-02-25,464.6486869373905
256,2023-05-26,514.3320969397022
256,2024-08-08,417.318620874614
258,2023-06-05,655.5885057075461
262,2022-01-01,486.39198523037777
262,2021-12-19,585.5550559623746
262,2022-12-25,459.84985604321025
262,2022-02-26,539.3845911463892
274,2023-03-28,580.3885774215128
279,2021-08-08,744.4075252807165
279,2021-02-28,896.5806428460844
279,2021-07-03,906.6673952746088
280,2022-03-26,507.52065736569625
280,2023-02-09,582.0619286506092
280,2022-01-21,413.3483911950542
280,2022-11-09,451.3152003639181
280,2023-03-14,468.12411973396104
280,2022-07-19,555.3687631281995
280,2022-05-11,590.7559544237495
284,2022-10-22,957.8783056414851
284,2022-09-07,718.2012346070125
284,2022-10-15,648.2795355603037
284,2023-06-02,660.9371720626357
287,2025-02-26,691.5309453532342
287,2023-06-15,868.5730851330477
287,2023-09-04,760.0553152187865
291,2022-07-21,693.2989187417814
291,2022-01-16,897.2812060072024
297,2021-06-17,473.00410083660574
297,2021-11-05,572.9998659828863
297,2021-02-25,518.3501690371608
297,2021-12-05,537.2778059472007
297,2021-06-17,422.9657637272973
300,2022-01-16,535.1699984218276
301,2023-01-23,572.141719042378
301,2023-08-21,566.6955440656978
305,2021-11-25,1264.9676656760123
306,2023-11-17,461.54478561302363
308,2022-11-12,948.848252166208
312,2024-01-28,1184.7226002035864
312,2024-02-13,1218.2369125443086
312,2023-09-22,1066.7311853632584
312,2023-09-07,1139.6340278043904
312,2023-11-29,1296.6679978444529
312,2023-05-12,1411.0413854901549
312,2023-10-02,1106.6113062630818
319,2024-12-22,1185.9012910439067
319,2023-10-11,1412.663370036904
319,2024-08-02,1034.2457470145598
323,2023-07-02,456.62255893591794
323,2023-04-30,417.02368066931945
323,2023-02-27,591.4871135264143
323,2023-03-10,505.3609808643514
323,2023-07-26,426.8269064069687
325,2022-12-18,478.14441292997907
325,2023-05-26,587.6215891816661
325,2023-04-22,507.70409795083054
325,2023-05-08,473.90521722697724
325,2022-09-03,546.8479739562514
325,2023-10-11,539.3957958480429
325,2022-12-27,545.5014893443031
326,2023-03-22,426.5016132572015
326,2022-12-24,566.4511084453321
326,2022-09-27,433.40688946406857
326,2023-01-12,449.0105822018364
326,2023-02-08,520.1060864330816
326,2022-06-27,409.19022289314285
330,2022-12-31,422.3265083649762
330,2023-07-06,538.8247847689988
330,2023-07-25,523.3597421779641
330,2023-07-09,454.9368527079075
330,2023-08-23,432.3374191842031
336,2022-03-12,467.7606061786187
337,2023-01-11,478.85289599286494
337,2022-06-17,515.2643359420034
337,2023-05-08,577.558642552696
337,2024-01-08,587.5763727944669
337,2023-06-16,457.7441990357522
338,2023-03-25,457.55361227907804
338,2024-01-05,532.5369777474324
338,2024-03-19,544.4233752604906
351,2022-02-18,549.2079596188879
351,2021-08-10,479.4539211147009
375,2022-03-30,1168.8132547736445
375,2022-10-11,1346.8824328521605
375,2022-03-06,1098.3104231373798
375,2022-12-06,1414.0254833366168
375,2022-05-26,1189.5664741798726
378,2023-01-26,740.5579518267575
383,2023-02-15,810.0118716405758
383,2023-07-10,740.6251121655114
384,2023-04-13,886.9128690920942
384,2023-03-14,936.4710342504479
384,2022-08-27,806.623049334467
384,2022-02-01,913.8431950825833
384,2022-12-05,828.5440295100688
384,2022-06-08,648.4637796302952
387,2024-02-08,836.8539372838248
387,2023-05-23,734.9848421873854
389,2021-08-16,810.2762513694471
389,2022-09-13,805.7956704036905
389,2022-12-20,819.9900515593289
389,2021-10-15,871.8410612419598
389,2022-01-17,782.2723928791894
390,2023-08-26,980.1822100055028
392,2021-10-19,838.133095733966
396,2024-05-22,653.8817903682872
396,2024-03-17,718.4757033595214
396,2024-10-04,721.3269386535162
396,2023-06-01,882.2017101402568
396,2024-10-24,703.1455707561141
399,2022-08-26,819.1553277523827
399,2022-09-10,911.3362387592739
399,2022-06-01,941.2520518790618
409,2022-03-27,898.1305484106521
409,2022-02-09,891.1729518505585
409,2021-05-14,820.8599659061372
410,2022-08-27,894.2039829647471
410,2022-10-03,708.4640910870651
410,2023-05-14,772.0908983868787
410,2023-06-22,799.7752477996839
410,2024-03-10,762.761512584633
410,2022-12-25,697.0509913782996
410,2022-09-03,922.3157114436902
414,2022-10-20,905.4986346115151
414,2023-01-02,691.6297969831925
414,2023-04-25,836.2145898735928
419,2024-09-08,1137.2168245591638
419,2023-08-19,1277.5719820638687
421,2023-09-17,558.004135570015
425,2023-10-29,1382.6443405177808
425,2023-04-13,1057.6765604422171
425,2023-12-27,1065.9913579278336
429,2024-06-04,767.5198043627885
429,2023-09-01,866.0924969841458
429,2024-06-13,797.1624402649362
429,2024-07-21,759.80546180777
429,2025-01-09,841.0935907013298
432,2022-09-24,878.7240768625271
434,2022-05-21,1335.2007831785113
434,2022-08-06,1129.4428578725144
434,2022-10-12,1206.6304634492742
435,2021-02-13,673.4769365505225
437,2021-10-30,598.7013559780623
437,2021-11-11,463.15316408343386
437,2021-08-27,401.7208111278602
437,2021-07-22,513.7090985505605
438,2021-09-30,655.9305410921988
438,2021-08-04,878.6723286442405
438,2021-08-03,761.136656683423
440,2021-09-05,589.8991292143446
441,2023-08-27,513.3178163797683
441,2024-04-27,402.57022063259257
441,2024-10-06,459.57960859463446
441,2024-04-05,452.7567841660826
441,2024-10-21,415.15019143722265
443,2022-04-21,445.96414453515723
443,2022-09-02,408.5459672450896
443,2021-11-05,443.7008566976206
443,2021-09-14,485.311408121032
443,2022-05-27,419.18988251931313
449,2023-12-30,591.7114049183609
449,2024-08-15,488.40159376054004
449,2024-07-24,512.4166483600883
449,2024-07-23,487.3443191587415
449,2024-07-30,478.17984465739664
449,2023-06-08,523.8318446485729
450,2024-08-22,1041.8672630306942
450,2024-03-11,1235.8127477712296
450,2024-06-09,1253.3797265887565
450,2023-06-17,1150.4215051307765
450,2023-12-30,1040.452384446111
450,2024-07-24,1019.0580141093893
450,2023-09-01,1088.001729691363
451,2023-06-05,688.1254018648162
451,2024-03-10,813.5309036473199
451,2023-08-06,943.2451483628489
451,2025-01-02,798.3031378596004
451,2023-09-20,916.6516614085862
455,2021-11-22,1407.9407866214585
456,2022-04-04,486.381754260097
457,2023-08-27,666.4275218529131
457,2024-06-15,695.1399863254142
457,2024-02-09,859.480164315479
457,2023-04-23,749.5327433240461
457,2023-08-18,884.2930007014122
457,2024-07-23,806.1785751519365
458,2022-09-14,719.8263462261065
458,2022-11-06,699.5478046108042
458,2022-11-09,941.1866859946088
458,2022-06-17,819.3830588144741
460,2023-01-05,886.5485163387257
460,2022-11-26,663.26748072836
460,2022-07-11,883.2016049028487
460,2022-01-10,659.1805178515231
460,2022-08-13,897.7906575357541
460,2022-11-09,791.8372188245369
460,2023-06-28,893.3251275433739
460,2022-03-24,778.2515752869226
464,2021-11-17,551.1554128376495
464,2021-07-30,558.5704656134001
464,2021-02-18,401.2990091916219
464,2021-04-22,401.4950588068202
464,2021-01-24,485.3681596484081
464,2022-01-13,480.2683477353157
464,2021-09-17,557.3428481017896
464,2022-05-05,511.5827428327373
464,2021-09-14,486.0640035252587
469,2022-09-15,1064.3726214567553
469,2022-09-19,1433.5212162157654
469,2023-02-11,1424.2381367341486
469,2022-11-05,1372.2391524359498
469,2023-02-11,1020.4309342726186
475,2023-04-19,406.9217618013716
475,2024-01-09,452.2534260293249
478,2023-02-09,561.177546834523
479,2023-07-01,1350.9835665787705
479,2022-10-19,967.8602165359309
479,2022-07-01,1057.6969458366116
479,2023-07-02,1171.8536767664868
480,2022-03-27,454.5951108364326
480,2022-02-22,542.0010837901592
480,2022-08-23,438.73036893488626
481,2023-03-23,520.0584105403011
481,2022-06-21,535.821440811031
481,2021-12-28,489.19174088844255
481,2022-06-08,478.2863774373243
481,2023-04-27,426.6364669444729
481,2023-07-08,510.13989127251125
481,2021-12-25,500.1252376401558
481,2022-08-07,409.9643341408066
481,2023-06-17,453.8706926546311
483,2023-11-21,819.2693366968722
483,2024-06-21,708.9636804722186
483,2023-10-23,792.6749545826793
483,2024-08-02,729.6265059863456
483,2023-10-29,904.4901224318097
483,2024-01-16,656.3584969281084
483,2024-05-02,641.4533281265576
485,2023-02-04,523.7544227768333
485,2022-12-14,424.8148856611155
485,2022-09-01,543.4543907483359
487,2024-09-03,439.5056376632599
497,2022-11-30,682.2362178157874
497,2022-10-21,907.1254484586563
497,2022-12-15,646.3046787631393
497,2023-03-02,759.9416756276289
498,2022-12-31,782.1367893307017
498,2022-06-15,952.1859376467883
498,2023-01-27,720.0614348257441
499,2023-12-13,654.4800899662183
499,2024-10-08,833.9485152233206
499,2024-05-17,861.2879725244458
499,2023-10-29,897.3510754565739
499,2024-09-23,938.072787905499
504,2022-01-28,780.840694242794
504,2022-03-15,938.7922576258964
504,2022-07-10,775.108364156674
504,2022-06-11,654.6199237026055
505,2023-01-11,1256.5654946430118
509,2022-10-15,582.769267018752
509,2022-05-22,442.57650743084275
509,2022-07-16,522.5280178354775
509,2022-04-11,460.9370307817114
510,2023-10-18,1308.0413803455767
510,2023-05-23,1226.2379215994158
516,2021-03-19,783.8818893609362
516,2021-10-21,642.4419591660338
516,2021-09-06,723.1518567123595
517,2024-01-07,401.92838439607254
519,2023-08-11,1060.5551656998457
519,2023-09-20,1020.8172864268879
519,2022-10-22,1408.8163646009054
519,2022-06-28,1092.8684797439582
519,2022-11-17,1066.640724288699
519,2023-06-16,1037.145803617473
519,2023-05-31,1389.7872548652451
519,2023-05-30,1404.8389627751849
521,2022-07-17,745.6456444002644
521,2022-01-10,731.3631131798695
521,2022-03-10,756.7973716389506
524,2023-05-07,434.92761482987953
524,2023-02-15,404.9193502997962
524,2023-12-15,559.8690258999148
528,2023-03-11,451.6066918321721
528,2023-07-22,526.3878055598425
531,2023-04-18,956.92259449782
531,2023-06-21,664.180189626188
531,2023-09-12,827.704064901862
531,2023-04-23,760.6094878161241
531,2023-08-08,759.4511312033364
533,2023-06-30,708.5338365664597
533,2024-01-31,667.6691376940756
534,2024-03-21,872.3422848597088
534,2024-09-14,859.8347117439512
534,2025-01-17,687.859770107823
534,2024-09-16,660.1485204165643
535,2023-06-14,1087.9294472425154
535,2023-01-07,1304.0681444097925
535,2023-09-30,1376.4345411301322
535,2024-04-06,1381.7593600654034
535,2023-08-02,1021.6737330570395
535,2023-06-27,1269.1080835412677
535,2023-03-22,1048.0222516488436
535,2024-04-20,1031.2007133871953
535,2023-06-08,1202.9402034762488
540,2023-06-17,568.8110746704614
540,2023-03-18,447.3499105202331
540,2022-07-02,525.5818488777812
541,2023-02-11,789.5274231211068
541,2023-04-15,748.482993907441
541,2022-09-26,800.1882994874683
550,2022-08-15,938.8540302288424
550,2021-08-23,690.2854447530267
552,2023-06-10,489.8749608133065
552,2022-12-12,508.8240249553944
552,2023-08-03,531.3607318599745
554,2022-11-11,1139.398717674825
554,2022-12-17,1235.4188063111314
554,2023-04-11,1112.6797425955833
554,2022-07-12,1351.6876814682207
554,2023-06-01,1288.5275701360185
554,2022-10-06,1271.0650917066505
554,2023-11-09,1117.9375898470041
554,2022-08-20,1120.4643683956092
554,2022-07-11,1025.757525552428
555,2023-08-05,670.9340561085237
557,2023-10-11,454.4352612536616
557,2023-08-28,470.3115417054993
567,2023-02-17,946.444400846021
574,2024-04-17,427.24950526849415
578,2023-06-05,1228.6070100418453
578,2023-05-01,1003.5230410821547
578,2023-07-11,1429.989266078371
580,2024-01-31,402.38127435873673
580,2023-03-23,581.3360770849273
580,2024-03-26,415.36246763848845
580,2023-05-03,544.1395972576092
580,2023-11-18,542.4866425841545
580,2023-04-26,424.24263271014877
580,2023-06-27,467.19002330463195
580,2024-04-15,424.153486534866
584,2022-09-25,848.5985704589658
584,2023-01-31,917.6005465744512
584,2022-11-04,756.2802874545046
584,2022-12-18,898.3484592875596
584,2023-10-01,640.7412369672844
592,2022-08-08,1202.0912367638484
592,2022-12-02,1106.5661905007235
595,2023-02-04,583.5874229803032
595,2023-08-01,472.7448775319188
598,2024-06-21,957.3295486427844
598,2023-09-08,787.7227145587889
598,2023-10-22,676.6369613087908
602,2021-11-24,402.10060457525583
607,2022-08-17,589.6536985635219
607,2022-09-28,522.1128022582858
607,2023-02-23,526.9931876338572
607,2022-08-17,493.48415719900845
607,2022-04-10,536.1553331011992
607,2022-02-28,441.15383463392703
610,2021-04-08,1147.3478828811851
610,2021-01-07,1312.94198468894
610,2021-08-20,1410.8849395834604
610,2021-03-26,1041.0827867092469
611,2022-10-27,494.9531967378444
611,2023-03-14,587.1033468634802
614,2023-02-21,511.83240727872357
614,2022-10-29,451.48051730774597
614,2023-06-05,511.5058332854164
614,2023-06-06,493.9633524577061
614,2023-06-20,535.2320208666121
614,2022-06-14,426.0138987457241
614,2023-03-20,467.1637566122159
614,2022-05-07,485.23448929439115
614,2023-12-29,432.31282210119724
617,2021-09-13,782.3276653859493
617,2021-10-18,682.602280070287
617,2021-12-01,854.6094771214632
619,2023-07-11,425.88881658739615
621,2024-02-12,1054.894367243145
621,2023-03-24,1282.784070994221
621,2023-11-17,1401.8358508043025
621,2022-09-25,1178.1663817879971
621,2022-08-27,1288.4510655614229
621,2022-12-06,1005.3376888101225
621,2023-09-09,1210.0487642571002
630,2021-08-21,429.38865594186905
630,2021-03-20,472.9832200958391
630,2021-12-29,445.22366834138427
643,2022-12-20,450.94071362331283
646,2024-08-18,1376.9860889341112
646,2023-04-21,1035.608743096104
646,2024-03-05,1078.4343045872151
646,2025-01-07,1182.3918750048083
651,2023-02-18,813.3420267248125
651,2023-04-20,936.6505571043255
652,2022-05-27,1149.8248133734498
652,2022-08-01,1016.2297606738467
652,2022-12-15,1249.0884904435425
652,2023-05-12,1314.0100129116834
654,2022-04-01,939.020919350404
654,2022-08-05,794.373535944308
657,2022-10-02,811.689009889199
661,2023-10-29,477.50377860654515
661,2023-11-30,469.874021965577
661,2023-08-09,411.6390744493814
662,2021-10-26,453.11662460068726
662,2021-08-07,441.40301807779696
662,2021-10-19,501.09273403299125
668,2022-09-22,570.5025548414122
672,2024-02-24,823.8186647513792
672,2024-01-31,724.5644549624072
672,2023-04-21,683.0678446903835
672,2023-12-25,877.4629480640529
676,2024-02-05,1010.7991316409205
682,2022-12-17,832.0565457853755
682,2022-10-27,823.0108317258814
682,2022-07-17,716.7288371668177
682,2022-10-23,809.5226299610038
685,2023-02-18,837.8956399733441
685,2021-12-01,676.1789826135587
685,2022-06-06,929.517941090705
685,2022-12-20,853.1581980985334
686,2024-01-06,757.0556624906892
691,2023-05-29,591.9263481582237
691,2023-03-01,472.3997394243035
691,2024-01-30,479.7425771578735
691,2023-02-09,419.97059089721927
693,2022-06-26,1316.9028999183622
693,2022-06-01,1208.2549823117035
693,2022-04-27,1338.6322101490966
726,2025-02-01,572.8527442711973
726,2025-03-04,530.561015522109
726,2023-11-21,535.902890748029
727,2021-03-03,764.6876376971508
727,2022-03-08,753.1021721634916
733,2022-09-24,1194.0204968274809
733,2023-07-08,1074.9875756573394
733,2022-11-19,1071.3622162257866
737,2021-12-09,1382.6874563115264
737,2021-12-19,1172.2769533837268
737,2021-11-25,1217.9217295634685
737,2021-10-12,1047.2289427468097
741,2022-09-26,922.8715366775247
741,2022-09-27,673.8585552780108
741,2022-07-04,838.9815646850295
741,2023-01-04,892.5626687551028
741,2022-09-19,685.4665749763199
744,2024-08-06,952.4339246461238
744,2023-09-01,669.5842431996078
744,2024-07-18,764.4568404068261
744,2024-04-16,791.9141625127402
744,2024-02-17,955.8512044797394
748,2022-05-22,452.5486993279254
748,2022-05-06,475.34167059718703
748,2022-04-16,444.65101663974997
749,2023-12-18,421.78978424044453
749,2022-11-08,496.95350926831134
749,2024-04-29,448.14397758235
749,2023-05-25,588.3562126974366
751,2023-11-15,754.6994943181579
751,2024-05-16,923.1960505326722
751,2023-10-19,843.2097723414854
751,2024-10-21,808.4534534009437
761,2023-08-24,833.9983058967953
761,2023-03-03,768.3049966805265
765,2024-01-29,823.9717931615022
765,2024-03-22,695.907444899723
767,2022-06-21,1090.381755751565
767,2022-02-03,1043.7207617925765
767,2023-02-26,1017.4256148257831
767,2022-07-09,1152.147258652904
767,2022-05-14,1173.0947792892277
768,2023-04-20,910.8238139907658
768,2023-03-17,687.0139702576809
784,2023-01-13,986.7778331591451
784,2023-05-12,1297.030095074206
784,2023-12-29,1370.1635155892277
784,2023-02-18,1434.6591624245154
784,2022-12-24,1035.149423025951
785,2022-01-09,1295.4520106775308
785,2022-07-20,1278.616841392706
790,2021-07-13,662.4479763494505
790,2021-08-20,730.0584981283531
790,2022-01-17,945.7454767916657
794,2022-06-26,1321.0776566077545
794,2021-11-03,983.9718506324889
794,2021-07-24,1414.2181442058256
794,2022-03-18,1124.712189583561
797,2023-11-27,596.3184874368178
797,2023-09-15,413.6355624278225
798,2021-12-20,587.0491790535399
798,2021-05-25,486.68921940569675
810,2023-03-17,431.92052886099987
810,2022-05-06,468.70948291307764
810,2023-03-06,534.9340374218808
810,2023-03-31,400.7444880371929
825,2024-02-28,598.7056283905196
825,2023-05-02,496.57521551042
825,2024-07-26,464.8549188467606
828,2021-09-19,741.2668672854147
828,2022-02-01,655.3859782932942
840,2023-10-02,1040.952667344837
840,2023-09-15,1048.946110724119
840,2023-09-06,1382.2936553355403
840,2023-03-17,1381.6966990760618
840,2022-10-22,1290.889564679756
841,2022-01-12,933.0922060588488
841,2022-12-08,870.3129630162719
845,2022-05-11,422.67409058183773
851,2021-07-06,932.6562589201984
851,2022-07-30,688.0308849393186
853,2022-07-25,1287.5157325232346
853,2022-08-17,1191.331899978958
853,2022-06-23,1148.6081392033454
853,2022-03-17,1244.6751820010843
854,2023-10-23,1190.468898813613
854,2023-10-15,1137.9562523510315
859,2024-04-06,593.2509925655743
859,2023-12-14,466.8754906771534
859,2024-12-25,514.730179833192
859,2024-07-25,473.7096053184324
859,2024-04-29,486.12849873080154
861,2022-02-15,591.0584717159761
861,2022-05-03,440.48171541111475
861,2022-05-09,412.7143176739041
863,2023-05-07,1212.2280443395462
865,2023-04-09,514.8902229672364
865,2023-07-01,555.4879866685928
868,2024-05-13,573.4310389195574
874,2022-06-27,587.6348663512457
874,2023-03-23,598.0739395081372
874,2023-03-11,538.1138220373055
874,2022-09-20,410.90774697947745
874,2023-03-10,518.4235764770414
874,2022-02-13,475.6601753477304
876,2022-07-15,862.6053300263692
876,2022-03-27,746.4621669195591
876,2021-09-15,852.3125126880382
876,2021-07-13,923.4518862589699
876,2021-09-20,772.7458645733004
876,2021-10-19,700.409236059496
876,2022-03-02,904.1052225081243
880,2023-01-29,885.1679417402465
880,2022-12-07,732.6716238542107
881,2022-08-07,993.1341364890551
881,2023-01-28,969.2177878867114
